Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4631044287,GZW3960,NY,PAS,02/27/2017,36,SUBN,GMC,V,0,0,0,0,,0,0,0,,,0958A,,BK,,,SB KINGS HWY @ E 95T,H ST,0,1180,B,T,,,,BK,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8420516594,WINZER2,NY,COM,11/07/2016,14,VAN,GMC,T,10610,34770,34790,20180131,18,18,18,359286,T106,B,0920A,,NY,F,780,7th Ave,,0,408,c,,YYYYY,0700A,1000A,WH,,2008,,0,99 6,14-No Standing,,,
4634858642,ENT1083,NY,PAS,06/07/2017,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0106P,,MN,,,SB BROADWAY @ W 196T,H ST,0,1180,B,T,,,,BL,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4631871090,CUH4681,NY,PAS,03/21/2017,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0941A,,BK,,,WB EASTERN PKWY @ CL,ASSON AVE,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8514202157,2LS287,MA,PAS,02/21/2017,40,2DSD,VOLKS,T,13610,14210,35990,20170788,26,26,26,343918,T103,A,0725A,,NY,F,2850,Broadway,,0,408,e2,,YYYYYYY,,,BLACK,,0,,3,G,40-Fire Hydrant,,,
8477715130,AT462E,NJ,PAS,05/17/2017,24,DELV,FRUEH,T,17330,10110,27110,88880088,13,13,13,361283,T102,F,1026A,,NY,F,301,E 17th St,,0,408,d5,,YYYYYYY,,,WHITE,,0,,0,2,24-No Parking (exc auth veh),,,
8377014695,GHF3972,NY,PAS,08/14/2016,24,4DSD,TOYOT,T,11620,13820,53420,20170628,47,47,47,361787,T201,R,0842A,,BX,O,3534,Baychester Ave,,0,408,d5,,YYYYYYY,,,WH,,2013,,0,G 21,24-No Parking (exc auth veh),,,
8505551072,XCGZ60,NJ,PAS,01/11/2017,16,VAN,FORD,T,29390,23190,21790,88880088,1,1,1,361841,T105,C,0203P,0115P,NY,F,154,Reade St,,0,408,k2,,YYYYY,0800A,0600P,BLACK,,0,,0,76,16-No Std (Com Veh) Com Plate,,,
7880375417,74632JX,NY,COM,02/03/2017,14,VAN,CHEVR,T,24090,0,0,88888888,103,103,103,361821,T402,Y,1142A,,Q,I,W,161st St,25ft N/of 90th Ave,0,408,c,,YYYYYYY,,,WHITE,,2007,,0,19,14-No Standing,,,
8206026253,ECR2708,NY,PAS,11/09/2016,37,SUBN,ME/BE,T,24190,57790,61390,20170920,109,109,109,364922,T401,T,0309P,0231P,Q,O,41-14,163rd St,,0,408,h1,,Y,0800A,0700P,GY,,2014,428-3100,0,05 4,37-Expired Muni Meter,,,
4632589445,HLC2164,NY,PAS,04/05/2017,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1219P,,QN,,,NB BELL BV KINGSBURY,AV - 73 AV,0,1180,B,T,,,,GY,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8487729071,66466MJ,NY,COM,02/23/2017,46,UTIL,ISUZU,T,36940,5690,5790,20181130,108,108,108,355558,T401,M,0247P,0216P,Q,F,11¤ë2¤é,Queens Plaza South,,0,408,f1,,,,,WH,,2006,,0,S,46-Double Parking (Com Plate),,,
1413017319,GYU7430,NY,PAS,10/06/2016,71,SDN,AUDI,P,29690,35550,35570,20170723,24,24,24,951571,24,0,0425A,,NY,O,175,RIVERSIDE DRIVE,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0,2013,-,0,,,,,
7755138070,DKV5767,NC,PAS,07/16/2016,61,2DSD,MINI,T,13640,0,0,20161088,104,104,104,356248,T803,BB,0154A,,Q,I,W,65th Pl,5ft N/of Metropolita,0,408,m1,,,,,BLACK,,0,,0,H 42,61-Wrong Way,,,
8052018195,GRT4308,NY,PAS,10/11/2016,20,4DSD,HONDA,T,19470,25390,27790,20180723,25,25,25,341248,T103,X,0437P,,NY,O,46,E 126th St,,0,408,d,,YYYYYYY,,,TN,,2006,,0,28 7,20A-No Parking (Non-COM),,,
1414422088,GTD8046,NY,PAS,12/05/2016,98,SDN,TOYOT,P,0,0,0,20180810,94,94,94,951482,94,0,0655P,,K,,,E/S MANHATTAN AVE,ASH ST,0,408,J2,,BBBBBBB,ALL,ALL,GY,0,2014,-,0,,,,,
4631976238,19P285,SD,PAS,03/20/2017,36,SD,BMW,V,0,0,0,0,,0,0,0,,,0315P,,QN,,,NB SPRINGFELD BV. ME,RRICK BV- 193 ST,0,1180,B,T,,,,,,0,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8037597829,BEIG66,FL,PAS,08/18/2016,38,4DSD,TOYOT,T,10880,16280,16330,20170288,62,62,62,363060,T302,P,0454P,,K,F,1736,86th St,,0,408,h1,,Y,0830A,0700P,OTHER,,0,,0,40 3,38-Failure to Display Muni Rec,,,
8531174697,HAU3745,NY,PAS,06/12/2017,37,4DSD,INFIN,T,61520,32620,75120,20170827,50,50,50,364914,T201,K,0400P,0337P,BX,F,3725,Riverdale Ave,,0,408,h1,,Y,0830A,0700P,GY,,2015,224-3004,0,30,37-Expired Muni Meter,,,
4629016685,1970UC,FL,PAS,01/04/2017,36,4D,HONDA,V,0,0,0,0,,0,0,0,,,0146P,,QN,,,NB SPRINGFIELD BLVD,@ 109TH AVE,0,1180,B,T,,,,GRN,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7773502924,FRY3600,NY,PAS,09/21/2016,14,PICK,NISSA,T,0,0,0,20171031,48,48,48,340075,T201,D,0807A,,BX,I,E,Longfellow Ave,50ft S/of Boston Rd,0,408,c,,YYYYYYY,,,GREY,,2011,,0,26 2,14-No Standing,,,
5094874597,FDN4932,NY,PAS,12/29/2016,7,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0143P,,QN,,,QUEENS BLVD (W/B) @,39TH ST,0,1111,D,T,,,,GY,,2003,,0,,FAILURE TO STOP AT RED LIGHT,,,
1415265975,AWE5646,NY,PAS,08/22/2016,17,SUBN,FORD,P,14510,35030,35050,20170701,20,20,0,953482,TD01,0,0515P,,NY,O,33,CENTRAL PARK WEST,,0,408,C4,,BBBBBBB,ALL,ALL,GRAY,0,2005,-,0,,,,,
7077864856,FBL8359,NY,PAS,02/04/2017,37,4DSD,HONDA,T,5780,5530,5630,20180601,78,78,78,363495,T302,R,1104A,1028A,K,F,240,7th Ave,,0,408,h1,,Y,0800A,0700P,BK,,2016,317-9384,0,59,37-Expired Muni Meter,,,
8473327706,GZE2999,NY,PAS,01/11/2017,21,4DSD,ME/BE,T,37830,41030,14080,20170825,69,69,69,351343,T302,L,0941A,,K,F,1236,E 91st St,,0,408,d1,,Y,0930A,1100A,BK,,0,,0,T,21-No Parking (street clean),,,
8392533800,12038MJ,NY,COM,09/16/2016,20,DELV,INTER,T,21130,42330,95130,88888888,84,84,84,347663,T301,M,0224P,1200P,K,O,79,Bridge St,,20160916,408,d,,YYYYYYY,,,BROWN,,0,,0,01 3,20-No Parking (Com Plate),,,
8541006025,H51HEH,NJ,PAS,05/10/2017,40,SUBN,HONDA,T,0,0,0,88880088,120,120,120,355668,T303,A,0827A,,R,I,E,Bismark Ave,40ft N/of Taft Ave,0,408,e2,,YYYYYYY,,,GREY,,0,,7,01-A,40-Fire Hydrant,,,
8533033746,J35ENZ,NJ,PAS,05/25/2017,24,SUBN,MITSU,T,80430,23330,54070,88880088,77,77,77,345162,T301,M,0729A,,K,O,901,St Marks Ave,,0,408,d5,,YYYYYYY,0700A,0400P,BLACK,,0,,0,A,24-No Parking (exc auth veh),,,
8254537525,GGF8486,NY,PAS,08/26/2016,38,SUBN,TOYOT,T,6380,9180,9230,20171006,66,66,66,351327,T302,N,1138A,,K,F,5209,13th Ave,,0,408,h1,,Y,0900A,0700P,SILVE,,2005,,0,01 3,38-Failure to Display Muni Rec,,,
1410838730,HST9539,PA,PAS,11/11/2016,40,SDN,ACURA,P,17210,12110,12210,0,9,9,9,959808,9,0,0145A,,NY,F,543,E 11 STREET,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
4631556493,HCL4474,NY,PAS,03/10/2017,36,4DSD,VOLKS,V,0,0,0,0,,0,0,0,,,1242P,,BK,,,SB SHORE RD @ 83RD S,T,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7492644218,FL139AAA,IN,PAS,09/09/2016,21,4DSD,HYUND,T,35230,44990,29690,20160088,20,20,20,363543,T103,E,1111A,,NY,F,320,W 73rd St,,0,408,d1,,Y  Y,1100A,1230A,BLUE,,0,,0,47 7,21-No Parking (street clean),,,
4634715405,GPN8977,NY,PAS,06/05/2017,36,2DSD,BMW,V,0,0,0,0,,0,0,0,,,1003A,,MN,,,SB PARK AVE @ E 84TH,ST,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7219441903,FRX9621,NY,PAS,10/12/2016,38,SUBN,CHRYS,T,35130,73030,54050,20170911,62,62,62,361382,T302,C,0207P,,K,F,1725,E 8th St,,0,408,h1,,Y,0900A,0700P,BK,,2014,,0,04 3,38-Failure to Display Muni Rec,,,
4622312633,JZR0239,PA,PAS,07/15/2016,36,SDN,NISSA,V,0,0,0,0,,0,0,0,,,0247P,,QN,,,SB BAISLEY BLVD @ 16,0TH ST,0,1180,B,T,,,,,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7497386888,HBX1953,NY,PAS,10/14/2016,21,4DSD,TOYOT,T,25145,18140,51090,20171213,103,103,103,363525,T402,C,1221P,,Q,F,90-41,184th Pl,,0,408,d1,,Y  Y,1130A,0100P,MR,,1997,,0,20 4,21-No Parking (street clean),,,
8092537203,XCVM71,NJ,PAS,11/15/2016,16,VAN,FORD,T,14610,12710,13810,88881101,5,5,5,363957,T101,E,1148A,1110A,NY,F,4,Centre Market Pl,,0,408,k2,,YYYYY,0700A,0700P,WHITE,,0,,0,37 1,16-No Std (Com Veh) Com Plate,,,
8162550185,Y67LAI,FL,PAS,08/16/2016,21,4DSD,HONDA,T,69230,67030,58730,20170688,79,79,79,355627,T301,X,0816A,,K,F,564,Park Ave,,0,408,d1,,Y  Y,0800A,0930A,GREEN,,0,,0,09 3,21-No Parking (street clean),,,
4006184918,LYU918,SC,PAS,08/03/2016,5,4S,HONDA,V,0,0,0,0,,0,0,0,,,0502P,,BK,,,NB ROGERS AVE @ LIND,EN BLVD,0,1111,C,T,,,,,,0,,0,,BUS LANE VIOLATION,,,
7325197998,EUH7893,NY,PAS,10/31/2016,38,SUBN,TOYOT,T,10880,7230,16680,20170820,62,62,62,362589,T302,R,0511P,,K,F,2118,86th St,,0,408,h1,,Y,0830A,0700P,BK,,2009,,0,06 3,38-Failure to Display Muni Rec,,,
8436523714,77940JW,NY,COM,10/03/2016,14,VAN,FORD,T,24890,18950,18970,20170531,23,23,23,351274,T503,A1,0901A,,NY,F,1553,Lexington Ave,,0,408,c,,YYYYYYY,,,WH,,2007,,0,17 7,14-No Standing,,,
8243014147,HDD5151,NY,PAS,02/02/2017,20,4DSD,HONDA,T,59990,14640,14740,20180120,112,112,112,362583,T402,G,0747P,,Q,F,106-28,Queens Blvd,,0,408,d,,YYYYYYY,,,GL,,2002,,0,11,20A-No Parking (Non-COM),,,
8524563370,HKB8792,NY,PAS,05/30/2017,21,4DSD,HONDA,T,78750,0,0,20190201,44,44,44,363542,T201,D,0947A,,BX,I,W,Wythe Pl,3ft S/of E 172nd St,0,408,d1,,Y  Y,0930A,1100A,BR,,2009,,0,12,21-No Parking (street clean),,,
7155996920,82932ME,NY,COM,11/07/2016,14,DELV,FRUEH,T,18130,10410,25390,88888888,18,18,18,355640,T506,B,0853A,,NY,F,1,E 57th St,,0,408,c,,Y,0700A,1000A,WHITE,,2006,,0,10 6,14-No Standing,,,
7637987115,HES7082,NY,PAS,02/06/2017,21,4DSD,NISSA,T,8920,59525,26910,88888888,46,46,46,357717,T201,N,0840A,,BX,O,1808,Anthony Ave,,0,408,d1,,Y  Y,0830A,1000A,WHITE,,0,,0,D,21-No Parking (street clean),,,
1412643727,MPR109,NY,ORC,01/12/2017,70,FLAT,MERCU,S,0,0,0,20160831,75,75,0,585599,KKTF,0,1240A,,K,,,N/S OF COZINE AVE,E/O LINWOOD ST,0,408,D1,,BBBBBBB,ALL,ALL,RED,0,2008,-,0,,,,,
4627037636,T528791C,NY,OMT,11/18/2016,36,4DSD,LINCO,V,0,0,0,0,,0,0,0,,,0943A,,BX,,,WB E 135TH ST @ ALEX,ANDER AVE,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1418266413,25453MJ,NY,COM,02/21/2017,14,DELV,HIN,P,34730,10510,10610,20170630,18,18,18,904597,18,0,0830A,,NY,O,142,W 48 ST,,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1413701620,HHG5262,NY,PAS,11/17/2016,67,SDN,INFIN,P,0,0,0,20180628,110,110,110,953121,110,0,0315A,,Q,,,C/O JUDGE ST,ELMHURST AVE,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2002,-,0,,,,,
8529406795,60394MD,NY,COM,04/04/2017,38,VAN,FORD,T,0,0,0,88880088,46,46,46,363104,T201,I,0212P,,BX,I,E,Valentine Ave,40ft S/of E 192nd St,0,408,h1,,Y,0830A,0700P,OTHER,,2010,,0,46,38-Failure to Display Muni Rec,,,
8557410580,CEG5050,NY,PAS,06/08/2017,38,4DSD,ME/BE,T,42785,39017,57790,20190428,111,111,111,361275,T401,V,0150P,,Q,F,44-37,Douglaston Pky,,0,408,h1,,Y,0900A,0700P,RD,,2003,,0,Z,38-Failure to Display Muni Rec,,,
4628803262,GVJ2712,NY,PAS,12/20/2016,36,SUBN,ROVER,V,0,0,0,0,,0,0,0,,,1041A,,BK,,,SB CONEY ISLAND AVE,@ CATON PL,0,1180,B,T,,,,BL,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4623974923,GYM5143,NY,PAS,09/23/2016,36,4DSD,INFIN,V,0,0,0,0,,0,0,0,,,0702A,,ST,,,EB RICHMND TER. ST.P,ETRS PL- NICHLAS ST,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8089518023,60904ME,NY,COM,10/27/2016,37,VAN,FORD,T,12110,17230,17250,20170228,9,9,9,363991,T101,E,0231P,0943A,NY,F,200,Avenue A,,20161027,408,h1,,Y,0900A,0700P,WH,,2014,113-3028,0,78 1,37-Expired Muni Meter,,,
8031888504,FPJ6208,NY,PAS,07/21/2016,21,SUBN,HONDA,T,35890,0,0,20170622,24,24,24,361889,T103,AA,0936A,,NY,I,N,W 106th St,20ft E/of Riverside,0,408,d1,,Y  Y,0930A,1100A,BL,,2014,,0,L 77,21-No Parking (street clean),,,
8170566733,HCE1093,NY,PAS,11/05/2016,40,SUBN,VOLKS,T,73330,10980,11030,20171109,68,68,68,355147,T302,Q,0724A,,K,O,8802,Ridge Blvd,,0,408,e2,,YYYYYYY,,,GY,,2016,,5,E 32,40-Fire Hydrant,,,
4627604750,EGF4045,NY,PAS,12/05/2016,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,1230P,,QN,,,EB ROCKAWAY BLVD @ 1,30TH ST,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1413375303,83487ME,99,COM,09/26/2016,53,VAN,FRUEH,P,12670,40404,40404,0,1,1,401,923774,401,0,0900A,,NY,O,325,BATTERY PL,,0,408,C,,BBBBBBB,ALL,ALL,WHT,0,2004,-,0,,,,,
8495609009,X0L554,IN,PAS,04/20/2017,31,SUBN,JEEP,T,34310,10510,10610,20171188,13,13,13,365368,T102,G,1246P,,NY,F,149,W 27th St,,0,408,l3,,YYYYY,0800A,0600P,BLACK,,0,,0,99,31-No Stand (Com. Mtr. Zone),,,
8481459380,B76FVK,NJ,PAS,02/18/2017,38,SUBN,BMW,T,34790,10810,10910,88880088,18,18,18,361325,T106,G,0426P,,NY,F,335,W 51st St,,0,408,h1,,Y,0900A,0700P,SILVE,,0,,0,1,38-Failure to Display Muni Rec,,,
4635415946,E73HFD,NJ,PAS,06/22/2017,36,WAGO,NISSA,V,0,13550,0,0,,0,0,0,,,0847A,,BK,,,NB FLATBUSH AVE EXT,@ BRIDGE ST,0,1180,B,T,,,,SL.,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4634326589,HHU5816,NY,PAS,05/24/2017,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,1206P,,BK,,,NB OCEAN PKWY @ BEVE,RLEY RD,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7001927120,HCR4430,NY,PAS,04/04/2017,20,SUBN,NISSA,T,5040,0,0,20171029,108,108,108,331965,T401,N,0501P,,Q,I,E,1st St,40ft N/of Astoria Bl,0,408,d,,YYYYY,0800A,0600P,BK,,2015,,0,U,20A-No Parking (Non-COM),,,
8537003062,HJJ1774,NY,PAS,03/20/2017,38,4DSD,BMW,T,53830,27530,29830,20180725,84,84,84,357357,T301,I,1026A,,K,F,170,Joralemon St,,0,408,h1,,Y,0900A,0700P,BK,,2013,,0,1,38-Failure to Display Muni Rec,,,
1418314389,427DRI,MA,PAS,02/19/2017,19,SUBN,JEEP,P,63820,74870,74920,20180131,50,50,50,930926,50,0,0930P,,BX,O,2817,SEDGWICK AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
5094538366,GGY9263,NY,PAS,11/29/2016,7,4DSD,ACURA,V,0,0,0,0,,0,0,0,,,0738P,,QN,,,NORTHERN BLVD (E/B),@ 114TH ST,0,1111,D,T,,,,BK,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
4627532623,3970897,NH,PAS,11/28/2016,36,APUR,MITSU,V,0,0,0,0,,0,0,0,,,0219P,,BK,,,SB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,WHI,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8513150575,77941JW,NY,COM,02/11/2017,46,VAN,FORD,T,13610,35650,35670,20170531,24,24,24,357097,T103,J,1010A,,NY,F,2528,Broadway,,0,408,F1,,YYYYYYY,,,WH,,2007,,0,32,46B-Double Parking (Com-100Ft),,,
8173045203,HHA7632,NY,PAS,12/20/2016,20,SUBN,HONDA,T,65030,35430,35480,20180818,70,70,70,344771,T302,J,0216P,,K,F,1401,Newkirk Ave,,0,408,d,,YYYYY,0800A,0600P,WH,,2016,,0,R 32,20A-No Parking (Non-COM),,,
7756269081,CPL7545,NY,PAS,04/01/2017,61,4DSD,VOLKS,T,27040,21870,21900,20171106,105,105,105,354051,T402,L,0932A,,Q,F,13070,224th St,,0,408,m1,,,,,GR,,0,,0,O,61-Wrong Way,,,
4628958890,GBE3391,NY,PAS,01/04/2017,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0911A,,BK,,,EB LINDEN BLVD @ ROC,KAWAY AVE,0,1180,B,T,,,,BK,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7492346177,YART024,OR,PAS,07/21/2016,14,DELV,INTER,T,30790,10510,32685,88880088,1,1,1,356255,T105,H,1247P,,NY,F,234,Spring St,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,27,14-No Standing,,,
1419446344,AG12416,CT,PAS,04/21/2017,46,SDN,MITSU,P,22230,15380,22130,0,60,60,60,927587,60,0,1039A,,K,F,2792,BRIGHTON 8 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
8481101163,EFC8200,NY,PAS,11/21/2016,9,SUBN,BMW,T,17730,10210,0,20171230,17,17,17,364826,T102,N,0103P,1200P,NY,X,,E 37th St,3rd Ave,0,408,e1,,YYYYYYY,,,GR,,2008,,0,99 6,09-Blocking the Box,,,
8155566341,HJE5297,NY,PAS,01/19/2017,21,4DSD,NISSA,T,52730,73310,26030,20180814,75,75,75,346077,T301,X,1154A,,K,O,720,Jamaica Ave,,0,408,d1,,Y  Y,1130A,0100P,GY,,2009,,0,CC2,21-No Parking (street clean),,,
8145531901,HFE6937,NY,PAS,07/22/2016,14,SUBN,CHEVR,T,77150,28200,28230,20180509,47,47,47,363946,T202,F,0506P,,BX,F,3800,White Plains Rd,,0,408,c,,YYYYYYY,,,BLACK,,2002,,0,19 2,14-No Standing,,,
8086031860,HDM6680,NY,PAS,08/31/2016,31,SUBN,CHRYS,T,13610,29290,19890,20180612,5,5,5,330198,T101,G,0824A,,NY,F,598,Broadway,,0,408,l3,,YYYYY,0700A,0600P,BL,,2007,,0,03 1,31-No Stand (Com. Mtr. Zone),,,
4625459722,GDR2974,NY,PAS,10/19/2016,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0346P,,BK,,,EB LINDEN BLVD @ VER,MONT ST,0,1180,B,T,,,,RD,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8488109635,GTJ4042,NY,PAS,02/17/2017,37,SUBN,CHEVR,T,16140,0,0,20180513,115,115,115,357347,T401,R,0306P,0300P,Q,I,E,77th St,10ft S/of 37th Rd,0,408,h1,,Y,0900A,0700P,GREEN,,2005,412-2407,0,20,37-Expired Muni Meter,,,
8266048046,CRB5875,TX,PAS,09/27/2016,40,4DSD,SCION,T,13110,0,0,20160088,34,34,34,359336,T103,A,0615A,,NY,I,E,Bennett Ave,15ft S/of W 187th St,0,408,e2,,YYYYYYY,,,BLUE,,0,,8,CCC,40-Fire Hydrant,,,
7846748300,MKMUSIC,NY,SRF,03/03/2017,21,SUBN,DODGE,T,74330,26730,95030,20180505,90,90,90,358133,T301,G,1106A,,K,O,49-51,Rutledge St,,0,408,d1,,Y  Y,1100A,1230A,WH,,2007,,0,14,21-No Parking (street clean),,,
8474596660,GAT9435,NY,PAS,04/07/2017,38,SUBN,HONDA,T,52390,61390,54790,20180619,109,109,109,358113,T401,F,0354P,,Q,F,Oct-42,Kissena Blvd,,0,408,h1,,Y,0900A,0700P,GY,,2009,,0,50-A,38-Failure to Display Muni Rec,,,
5094725403,DZT8092,NY,PAS,12/16/2016,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0640A,,BK,,,EASTERN PKWY (W/B) @,HOWARD AVE,0,1111,D,T,,,,WHBL,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
8482373407,56124MG,NY,COM,04/20/2017,69,VAN,FORD,T,34470,10410,10510,20181231,14,14,14,355145,T106,J,1241P,,NY,F,6,W 35th St,,0,408,h1,,YYYYY,0600A,0700P,WH,,2011,,0,21,69-Failure to Disp Muni Recpt,,,
5094416236,HEB3793,NY,OMS,11/20/2016,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0526P,,QN,,,EB GRAND CENTRAL PKW,Y SVC RD @ 72ND RD,0,1111,D,T,,,,BK,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
1405906315,GDS3357,NY,PAS,04/01/2017,17,SUBN,LINCO,P,31390,28460,35290,20190117,101,101,101,945806,101,0,0900A,,Q,F,349,BEACH 54 ST,,0,408,D3,,BBBBBBB,ALL,ALL,GD,0,2004,-,0,,,,,
8583406443,10217AV,NY,COM,06/27/2017,38,UTIL,,T,13460,31490,19890,20171031,5,5,5,362626,T101,H,0513P,,NY,O,255,Bowery,,0,408,h1,,Y,0900A,0700P,BL,,1988,,0,62,38-Failure to Display Muni Rec,,,
5092359201,FPS2041,NY,PAS,07/02/2016,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1113A,,BK,,,FLATBUSH AVE (N/B) @,EASTERN PKWY,0,1111,D,T,,,,GY,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
1407216430,JZS4471,PA,PAS,09/22/2016,21,SUBN,TOYOT,S,6180,9680,9730,0,68,68,0,538179,KS10,0,0813A,,K,F,6220,11TH AVE,,0,408,D1,,YYYYYYB,0800P,0830P,GREEN,0,0,-,0,,,,,
4630898141,PRG4317,GA,PAS,02/16/2017,36,4S,ME/BE,V,0,0,0,0,,0,0,0,,,0945A,,BK,,,EB LINDEN BLVD @ HEM,LOCK ST,0,1180,B,T,,,,TAN,,2002,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8492502691,S60GTJ,NJ,PAS,12/18/2016,17,SUBN,JEEP,T,25630,45440,21350,88888888,1,1,1,361901,T105,D,1114A,,NY,F,83,Maiden Ln,,0,408,c4,,YYYYYYY,,,BLUE,,0,,0,9,17-No Stand (exc auth veh),,,
4634257567,GKY4181,NY,PAS,05/23/2017,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0244P,,QN,,,WB QUEENS BLVD @ 56T,H ST,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8519113308,AT456H,NJ,PAS,04/03/2017,46,DELV,FRUEH,T,24890,18820,18830,88880088,19,19,19,362283,T103,Q,0916A,,NY,O,1412,Lexington Ave,,0,408,F1,,YYYYYYY,,,GREEN,,0,,0,C,46B-Double Parking (Com-100Ft),,,
7661473136,3BT1992,MD,PAS,10/11/2016,21,4DSD,MERCU,T,36370,24690,10610,20171288,32,32,32,345560,T103,A,0940A,,NY,F,144,W 130th St,,0,408,d1,,Y  Y,0930A,1100A,GREY,,0,,0,CCC,21-No Parking (street clean),,,
8531665190,21178MA,NY,COM,05/23/2017,46,DELV,INTER,T,76950,20620,31720,20180331,43,43,43,363549,T201,F,0117P,,BX,F,1464,Westchester Ave,,0,408,F1,,YYYYYYY,,,WH,,2003,,0,17,46B-Double Parking (Com-100Ft),,,
4007197453,T712369C,NY,OMT,04/27/2017,5,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0242P,,QN,,,EB ARCHER AVE @ 160T,H ST,0,1111,C,T,,,,BK,,2015,,0,,BUS LANE VIOLATION,,,
8471227990,HFK1797,NY,PAS,03/24/2017,50,CONV,BMW,T,0,0,0,20180404,63,63,63,364831,T302,F,0918A,,K,I,N,Nostrand Ave,0ft E/of Avenue M,0,408,e5,,,,,WH,,2016,,0,18,50-Crosswalk,,,
8484261499,98993MD,NY,COM,04/13/2017,69,VAN,CHEVR,T,10610,0,0,88880088,18,18,18,363131,T506,H,0205P,,NY,I,E,7th Ave,30ft S/of W 58th St,0,408,h1,,Y,1000A,1000P,WHITE,,2008,,0,26,69-Failure to Disp Muni Recpt,,,
8521514074,67962MG,NY,COM,04/15/2017,46,REFG,HIN,T,11710,35390,35410,20180228,20,20,20,363966,T103,Q,0216P,,NY,F,444,Amsterdam Ave,,0,408,F1,,YYYYYYY,,,WH,,2015,,0,1,46B-Double Parking (Com-100Ft),,,
7038662132,36900MA,NY,COM,09/30/2016,46,DELV,HINO,T,35210,15710,11710,20170531,20,20,20,363986,T103,GG,0440P,1200P,NY,F,165,W 72nd St,,20160930,408,F1,,,,,WH,,2012,,0,41 7,46B-Double Parking (Com-100Ft),,,
